,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2994,17,Female,3.7,9.6,67,2,0.3,10,6,9,1.0,95,7,1.3,0.0,1.1,Social Media,8,6.1,3.5
2995,16,Female,3.9,6.4,53,4,0.9,7,10,2,0.3,80,15,2.7,1.8,1.0,Other,8,9.4,9.8
2996,13,Female,3.6,7.3,93,5,0.0,8,8,9,0.9,45,8,3.1,0.0,0.3,Gaming,9,5.2,5.5
2997,14,Other,3.2,6.5,98,1,0.0,4,3,9,0.2,51,13,2.4,0.2,2.4,Social Media,9,5.9,6.2
2998,17,Female,6.7,7.5,67,3,0.2,3,5,9,1.6,125,17,1.7,2.6,1.5,Browsing,4,6.1,10.0
2999,17,Male,3.5,6.9,79,4,2.1,4,5,5,0.6,117,8,0.0,2.3,0.1,Education,7,5.1,6.3
3000,47,Female,4.0,6.1,78,5,0.1,10,3,8,1.4,86,19,3.6,1.7,1.2,Browsing,4,8.7,10.0
3001,66,Female,5.5,6.5,70,5,0.0,3,7,3,0.9,96,9,1.1,4.0,1.8,Browsing,2,5.3,10.0
3002,37,Other,5.8,5.5,93,8,0.8,2,3,10,0.5,137,8,0.3,1.5,0.4,Education,6,5.7,9.2
3003,38,Female,3.1,3.9,78,8,1.6,9,10,3,1.4,128,7,3.1,1.6,0.8,Social Media,8,3.0,9.8
3004,28,Other,2.5,6.7,56,4,1.1,1,5,1,1.0,96,20,2.6,0.9,1.1,Gaming,10,3.7,8.6
3005,98,Female,3.9,6.3,89,3,0.7,7,1,3,1.1,135,8,3.8,0.0,1.4,Social Media,7,6.0,8.8
3006,20,Male,6.3,6.7,89,3,0.9,6,7,9,0.8,129,9,1.8,2.7,1.0,Education,7,7.8,10.0
3007,57,Other,5.1,6.1,70,2,2.2,5,6,8,1.0,34,7,2.3,1.6,0.5,Browsing,9,8.0,8.0
3008,76,Male,3.0,9.1,79,0,1.8,1,7,6,0.9,70,13,2.7,2.2,1.3,Education,10,9.1,7.3
3009,26,Other,3.9,5.8,89,8,1.1,9,1,9,0.9,121,13,2.7,0.4,1.0,Other,9,2.9,9.1
3010,31,Female,4.9,7.0,74,5,0.6,4,3,2,0.6,84,20,3.1,0.6,0.8,Other,6,3.5,10.0
3011,10,Male,1.6,5.9,70,10,1.5,10,8,8,0.9,147,18,1.9,2.7,1.0,Browsing,7,3.2,9.8
3012,76,Female,7.4,5.8,70,4,0.6,4,9,3,1.1,59,19,4.3,0.4,0.4,Gaming,8,9.1,10.0
3013,62,Female,8.7,5.5,95,6,1.9,2,8,2,0.7,76,8,4.2,1.3,1.5,Education,5,4.6,10.0
3014,29,Other,6.4,8.5,79,3,0.0,2,8,9,0.5,50,14,5.0,1.2,0.0,Social Media,5,5.6,10.0
3015,43,Other,4.4,6.6,97,6,1.6,8,10,4,1.2,134,17,2.2,1.5,1.8,Education,4,6.8,10.0
3016,14,Female,5.4,7.8,87,4,2.3,6,6,9,0.9,36,20,2.6,1.3,1.1,Gaming,9,1.4,10.0
3017,59,Other,3.0,6.1,80,5,1.4,1,4,2,1.2,95,16,3.0,1.9,0.2,Other,7,7.5,10.0
3018,48,Female,7.9,8.5,96,6,0.1,5,2,4,1.0,58,9,2.2,1.9,1.3,Education,5,3.5,10.0
3019,88,Male,5.4,5.9,69,4,1.3,2,7,8,0.6,83,19,1.6,1.0,0.4,Browsing,7,6.1,10.0
3020,74,Female,3.0,5.1,83,4,1.1,1,9,4,1.5,58,6,1.7,1.7,2.0,Social Media,8,6.7,6.2
3021,46,Female,2.7,6.3,92,3,1.4,2,9,3,1.7,112,17,2.1,2.6,0.9,Gaming,10,5.7,9.9
3022,13,Other,2.7,5.1,60,9,0.0,4,6,2,1.7,117,16,2.5,1.3,0.2,Education,5,4.8,9.5
3023,78,Male,6.9,3.6,79,5,1.0,5,5,10,0.8,32,7,2.0,1.3,1.2,Education,7,6.6,10.0
3024,18,Other,4.6,7.2,85,7,1.3,7,6,4,1.1,71,5,1.8,0.8,1.1,Social Media,8,6.2,6.0
3025,30,Male,5.5,5.9,78,5,1.2,1,7,3,0.7,44,14,0.9,1.3,1.3,Gaming,3,3.9,8.4
3026,50,Male,6.2,4.5,65,3,1.3,5,7,1,1.1,115,10,2.1,1.6,1.0,Social Media,7,6.6,10.0
3027,85,Male,4.9,9.3,50,4,0.0,7,4,1,0.3,117,5,3.5,4.0,0.9,Education,3,7.0,10.0
3028,63,Female,6.6,8.1,77,7,1.0,6,1,3,1.5,147,14,2.0,1.7,1.6,Education,8,9.2,10.0
3029,72,Other,8.6,5.2,63,0,1.1,6,4,8,1.3,72,15,0.2,1.8,0.7,Browsing,9,6.6,10.0
3030,96,Other,4.1,4.5,59,8,0.8,10,1,8,0.6,32,10,2.2,1.0,0.5,Education,9,9.3,7.7
3031,9,Male,4.2,6.9,86,8,1.7,5,1,9,1.0,100,15,2.6,2.2,0.9,Browsing,4,6.9,10.0
3032,64,Male,8.0,5.5,87,7,2.2,1,8,5,1.0,26,16,3.3,1.3,2.6,Gaming,6,5.2,10.0
3033,71,Male,3.3,5.3,50,4,0.0,7,1,6,0.3,141,14,0.7,3.2,0.0,Gaming,5,5.1,10.0
3034,52,Male,4.7,6.6,59,6,1.5,10,4,7,0.6,123,18,1.0,1.1,1.2,Social Media,2,0.3,9.6
3035,13,Male,3.9,6.3,64,9,1.3,6,7,8,0.9,135,11,1.2,1.5,1.5,Social Media,7,2.2,8.4
3036,61,Female,4.4,6.8,62,8,1.4,2,1,10,1.7,66,7,0.9,0.0,0.0,Browsing,1,6.9,4.6
3037,63,Male,8.3,6.2,65,9,1.3,5,6,8,1.3,144,5,2.3,0.0,1.5,Other,1,2.9,10.0
3038,33,Other,7.4,6.9,67,0,1.7,6,6,8,1.6,117,16,1.6,0.7,0.7,Social Media,8,4.6,10.0
3039,8,Female,1.7,6.8,68,9,0.8,5,9,1,0.7,107,18,2.4,0.6,0.0,Education,6,6.2,7.0
3040,70,Other,6.2,8.3,77,1,0.4,7,2,4,1.1,141,5,3.8,1.4,0.9,Browsing,8,6.2,10.0
3041,10,Other,5.2,7.2,96,5,0.1,4,10,3,0.7,119,16,3.0,1.7,0.6,Gaming,3,6.1,10.0
3042,82,Other,3.3,5.3,89,7,0.0,9,6,9,0.3,77,18,1.1,1.0,0.0,Gaming,9,10.4,7.9
3043,47,Male,6.9,6.2,89,4,1.1,3,2,7,0.3,140,13,3.0,1.9,0.7,Gaming,9,4.1,10.0
3044,100,Male,6.6,5.0,88,8,2.1,10,7,10,2.0,56,20,2.1,1.4,0.4,Education,9,6.2,10.0
3045,53,Female,1.0,6.2,60,5,1.4,6,3,10,0.4,25,16,3.1,0.0,2.0,Gaming,4,5.8,4.7
3046,88,Male,6.7,4.7,67,3,1.3,10,1,3,0.8,129,6,2.8,0.8,1.7,Gaming,7,9.9,10.0
3047,21,Other,7.1,7.1,67,2,0.4,1,1,4,2.6,119,16,2.8,2.4,0.0,Gaming,4,5.3,10.0
3048,26,Male,4.7,6.5,69,6,1.5,10,3,1,1.3,119,5,3.4,1.0,0.0,Gaming,10,4.7,9.2
3049,67,Male,8.1,7.2,91,6,1.4,8,7,8,0.3,120,13,1.4,2.2,1.9,Education,9,6.0,10.0
3050,72,Male,4.3,5.9,75,4,2.5,5,1,8,2.2,105,17,1.9,1.4,1.4,Other,1,3.1,10.0
3051,78,Male,3.9,8.4,97,3,0.5,1,7,8,1.2,66,13,4.3,1.6,1.0,Education,6,4.9,9.5
3052,32,Other,9.0,7.3,79,6,1.1,1,1,7,0.8,127,17,3.1,1.5,0.0,Education,1,6.9,10.0
3053,16,Other,4.5,7.8,93,5,1.0,7,7,2,1.3,83,17,2.6,1.2,2.4,Education,8,6.0,9.5
3054,96,Other,4.4,4.1,56,9,1.7,7,7,1,0.8,129,16,4.9,1.4,0.6,Other,10,6.1,10.0
3055,47,Other,5.9,8.5,87,2,0.0,4,10,9,1.5,48,6,3.0,1.5,0.7,Social Media,2,6.5,8.3
3056,95,Other,3.3,6.1,78,2,3.6,2,9,9,1.2,141,17,1.9,1.0,0.2,Education,8,5.1,9.4
3057,57,Female,2.9,5.5,71,1,1.1,9,2,1,0.9,117,10,2.0,1.6,1.3,Gaming,7,4.6,8.1
3058,26,Male,3.4,4.7,79,10,0.9,8,4,5,0.6,123,6,3.0,1.7,0.7,Other,5,7.6,9.4
3059,36,Female,6.3,7.4,77,8,1.6,4,4,10,1.4,110,8,3.7,1.5,1.9,Gaming,1,3.1,10.0
3060,71,Male,3.7,7.9,89,9,0.7,8,7,7,0.3,92,7,0.9,2.1,0.9,Education,7,2.0,6.0
3061,24,Male,4.7,6.9,77,7,0.9,6,10,1,1.0,105,12,0.7,1.3,0.0,Education,8,8.3,7.8
3062,80,Other,6.7,7.9,54,8,1.3,7,10,7,0.2,84,9,2.2,1.3,1.4,Education,9,7.9,9.7
3063,51,Female,5.3,7.7,63,1,2.2,10,6,4,0.7,135,6,1.7,2.4,1.6,Other,9,5.7,9.4
3064,86,Male,8.7,5.2,87,5,0.0,4,8,2,1.2,146,10,4.0,0.6,0.4,Gaming,6,5.9,10.0
3065,48,Other,3.9,8.0,80,3,1.5,4,5,10,0.3,41,11,2.6,0.0,1.1,Social Media,2,5.7,5.5
3066,37,Female,7.4,6.6,100,3,1.1,2,3,5,1.3,90,19,2.1,0.8,0.6,Other,9,9.3,10.0
3067,60,Female,6.8,10.0,98,7,1.7,7,8,3,1.7,72,16,2.4,1.0,2.0,Social Media,10,7.6,9.8
3068,69,Female,7.0,8.0,70,5,1.9,8,5,7,0.7,133,9,1.6,0.6,0.4,Gaming,5,1.8,9.7
3069,47,Male,5.8,7.2,88,5,1.0,9,9,2,0.7,30,15,2.6,0.7,0.5,Browsing,10,9.7,9.1
3070,65,Other,4.1,5.5,67,2,0.2,1,7,4,0.5,120,16,4.3,2.1,2.0,Browsing,8,11.0,10.0
3071,62,Other,4.9,4.4,86,5,1.8,7,6,7,0.9,90,15,2.5,1.2,0.5,Other,2,4.2,10.0
3072,92,Male,4.4,6.6,95,3,1.1,8,1,3,0.6,91,15,2.2,1.6,0.8,Education,1,3.9,9.7
3073,37,Male,6.3,3.0,58,8,1.1,5,2,8,0.6,48,6,3.9,1.1,0.1,Other,6,8.5,10.0
3074,68,Male,5.8,6.9,84,8,2.3,3,9,3,0.5,106,7,3.1,1.2,1.5,Social Media,6,5.5,10.0
3075,82,Female,6.5,7.2,58,10,0.3,9,6,5,1.1,74,6,2.6,2.0,1.1,Gaming,9,8.7,10.0
3076,3,Female,5.8,7.0,76,8,1.7,5,5,5,1.7,116,19,3.0,2.2,2.2,Education,9,3.3,10.0
3077,25,Other,5.1,7.0,64,4,1.5,10,6,7,1.7,140,5,0.5,1.7,0.9,Gaming,2,7.7,7.6
3078,55,Other,5.2,6.0,87,0,0.8,1,5,8,1.6,79,11,4.2,0.0,1.2,Gaming,6,3.7,10.0
3079,43,Male,4.8,8.6,78,8,0.0,3,3,10,1.0,51,9,3.0,2.4,1.6,Social Media,7,7.1,8.7
3080,23,Male,4.3,4.3,91,6,0.0,9,8,5,0.9,98,7,2.2,0.6,0.3,Social Media,8,5.2,8.3
3081,74,Female,7.6,6.4,88,4,0.0,6,4,8,1.8,77,15,4.6,0.0,0.0,Gaming,7,7.1,10.0
3082,65,Female,5.5,6.9,65,3,0.4,6,9,9,0.4,82,6,1.6,1.1,0.2,Browsing,4,6.2,7.6
3083,35,Other,4.8,6.3,76,8,1.6,2,6,7,1.1,136,11,4.8,1.3,1.2,Social Media,8,5.3,10.0
3084,50,Other,7.4,6.3,75,6,1.5,9,7,2,0.3,85,9,2.9,2.9,0.0,Social Media,1,7.6,10.0
3085,50,Male,3.8,5.1,85,1,0.0,8,7,8,0.6,104,10,1.8,0.5,1.3,Social Media,9,9.3,7.6
3086,60,Other,7.3,5.6,84,1,0.2,4,1,8,1.2,22,11,2.2,2.0,0.9,Other,1,4.1,10.0
3087,64,Female,0.7,4.6,64,6,1.3,10,1,9,0.4,146,10,2.2,0.2,1.3,Other,3,5.3,5.7
3088,78,Male,3.0,6.6,82,0,0.8,1,3,3,0.6,84,6,3.7,2.3,1.0,Other,9,6.7,8.6
3089,32,Other,4.0,7.4,83,3,0.3,10,4,4,0.6,55,18,4.1,0.8,0.0,Gaming,3,7.4,9.9
3090,3,Other,8.1,6.8,59,1,0.0,7,3,1,0.6,129,7,0.7,2.5,1.5,Other,1,5.1,10.0
3091,3,Male,5.2,6.6,56,10,0.9,6,8,4,0.5,98,16,2.4,1.4,1.0,Other,5,8.1,10.0
3092,97,Other,1.7,6.2,52,8,1.3,2,2,7,1.3,76,17,1.1,1.9,0.7,Social Media,7,6.5,6.5
3093,27,Male,6.8,7.4,100,9,1.1,6,7,7,1.9,123,11,4.2,1.6,0.7,Social Media,5,6.8,10.0
3094,98,Female,6.4,10.0,89,0,1.2,9,9,8,0.5,128,9,4.1,3.2,1.4,Education,2,4.6,10.0
3095,8,Male,7.2,7.4,63,7,0.1,2,3,8,0.7,112,11,3.8,0.5,0.5,Social Media,4,2.3,10.0
3096,26,Female,3.3,5.7,93,5,1.7,9,6,7,0.1,72,17,3.6,1.2,0.3,Other,10,6.6,10.0
3097,64,Male,4.7,8.5,98,3,0.2,4,5,8,0.1,20,16,2.8,1.3,0.3,Social Media,8,6.2,8.2
3098,57,Female,2.8,7.0,93,5,0.8,4,5,2,1.5,42,6,2.8,1.0,0.6,Social Media,10,8.2,5.1
3099,8,Female,6.2,8.7,53,1,0.1,7,6,10,0.5,24,12,1.6,2.5,1.0,Other,7,6.7,8.8
3100,3,Male,6.7,8.5,91,4,1.4,8,7,2,0.2,49,9,2.1,3.5,1.5,Browsing,8,5.7,10.0
3101,95,Other,2.2,5.1,69,7,1.0,6,3,8,1.3,24,16,2.6,2.2,1.1,Other,9,7.6,8.1
3102,19,Female,4.1,6.3,57,3,2.0,5,3,7,0.4,78,13,1.7,2.2,0.3,Gaming,3,5.8,9.0
3103,5,Male,5.3,5.9,85,9,0.6,6,1,2,0.9,98,14,2.3,2.6,0.9,Education,8,8.9,10.0
3104,41,Female,4.7,3.4,71,1,1.8,7,4,7,1.5,87,9,0.1,0.0,0.0,Education,7,6.7,6.6
3105,37,Other,4.5,7.4,67,9,1.1,10,1,2,0.8,68,11,2.6,1.0,0.9,Gaming,4,7.4,8.0
3106,81,Male,5.6,5.8,85,4,0.6,1,2,8,1.4,44,7,2.1,0.0,1.5,Gaming,7,6.6,7.1
3107,17,Other,7.3,5.0,67,2,0.5,8,5,5,1.4,77,18,1.2,1.1,0.8,Gaming,4,8.0,10.0
3108,15,Female,4.6,9.4,55,2,0.8,2,4,5,1.1,113,7,1.6,1.7,1.6,Education,4,8.6,6.9
3109,68,Other,2.0,5.9,74,5,0.9,2,9,6,1.1,47,12,2.0,1.3,1.4,Other,1,4.4,5.7
3110,25,Male,1.6,6.1,70,7,0.0,9,5,1,1.6,42,5,4.8,0.8,1.5,Social Media,3,1.8,6.0
3111,59,Other,2.0,7.5,76,0,1.1,1,7,2,0.9,115,7,1.4,1.9,1.3,Gaming,10,5.6,5.2
3112,97,Male,3.0,4.7,51,10,3.0,1,8,1,0.3,42,18,1.7,3.3,0.0,Education,3,6.7,10.0
3113,23,Female,6.9,3.9,73,9,2.2,1,6,4,0.8,58,16,3.3,2.8,1.8,Education,3,4.9,10.0
3114,41,Other,5.5,5.4,63,8,0.0,5,10,3,2.0,72,14,1.4,0.0,0.8,Other,1,8.3,8.4
3115,74,Female,6.6,9.5,53,5,1.0,8,4,1,0.8,121,13,4.5,1.7,2.8,Gaming,6,6.4,10.0
3116,18,Other,8.3,5.7,58,9,1.6,3,1,3,0.1,21,9,1.7,0.8,1.2,Other,10,6.5,10.0
3117,16,Other,3.6,3.1,56,0,2.4,5,9,4,0.9,80,16,3.2,0.3,1.5,Social Media,7,7.3,10.0
3118,42,Male,5.4,3.1,88,0,0.0,7,10,10,0.7,29,11,2.9,0.3,0.5,Social Media,3,1.7,9.8
3119,50,Other,2.1,7.3,71,7,0.5,4,1,4,1.7,54,9,2.5,1.5,1.6,Education,5,2.1,5.3
3120,74,Male,7.8,7.4,81,0,1.9,5,6,10,1.1,135,14,3.6,1.1,1.3,Browsing,6,4.5,10.0
3121,16,Male,4.3,3.9,64,2,2.9,10,10,6,0.6,119,9,1.1,1.4,1.8,Other,4,6.7,9.0
3122,43,Other,7.4,7.4,80,0,1.1,1,2,3,1.9,57,20,1.9,0.9,1.6,Gaming,10,4.6,10.0
3123,50,Female,6.4,7.9,72,4,2.0,5,6,4,0.7,23,13,0.7,2.4,0.7,Other,3,7.4,8.6
3124,41,Other,2.0,8.4,78,10,1.6,5,1,10,0.4,140,17,2.0,0.8,2.4,Gaming,1,5.1,6.8
3125,9,Male,2.6,6.8,65,0,1.3,6,5,2,1.0,26,6,1.8,2.8,1.1,Other,6,9.5,5.5
3126,58,Other,4.4,5.0,68,7,3.7,2,4,8,1.8,70,18,2.4,1.1,0.7,Browsing,2,5.1,10.0
3127,54,Other,4.8,6.5,57,7,0.7,9,10,8,0.8,68,16,0.5,3.7,0.0,Education,3,7.9,10.0
3128,34,Other,7.7,5.9,75,2,2.2,2,8,10,1.0,74,16,2.4,2.9,0.9,Browsing,2,4.2,10.0
3129,69,Other,4.2,5.6,88,10,0.5,9,6,2,1.1,58,19,3.3,0.4,0.2,Gaming,5,7.1,10.0
3130,55,Other,4.6,5.7,98,4,0.6,8,5,1,1.1,46,18,2.2,2.5,1.7,Browsing,3,7.4,10.0
3131,28,Male,2.9,6.5,94,5,0.0,8,7,5,1.3,126,15,3.3,1.1,0.0,Gaming,4,3.4,9.6
3132,91,Female,6.8,5.5,55,1,0.6,9,10,10,1.1,129,10,3.2,2.6,0.7,Browsing,8,4.9,10.0
3133,6,Male,4.7,5.9,61,10,0.1,10,4,2,2.0,95,12,3.3,2.4,0.6,Social Media,3,5.1,10.0
3134,83,Female,4.1,7.6,85,6,0.1,3,3,3,0.8,25,20,3.0,0.2,1.5,Other,3,7.7,8.0
3135,8,Female,0.0,6.0,75,0,0.8,5,7,4,1.2,111,7,3.0,1.6,0.0,Education,1,3.6,5.2
3136,13,Female,4.3,9.3,61,2,0.0,7,8,4,0.3,31,5,2.6,2.6,0.8,Other,5,6.4,6.5
3137,10,Male,3.3,8.0,60,7,0.4,6,6,2,1.6,70,20,3.0,1.5,0.8,Education,9,4.9,9.2
3138,73,Female,8.0,5.8,79,7,1.1,1,1,4,0.7,130,17,1.8,2.4,1.4,Browsing,4,4.5,10.0
3139,63,Other,5.0,5.1,90,3,1.0,6,8,9,0.7,68,18,2.6,2.4,1.3,Browsing,9,8.3,10.0
3140,97,Other,2.5,4.8,51,10,1.3,6,10,1,0.5,83,6,2.0,0.0,3.0,Gaming,5,4.5,5.0
3141,61,Female,4.8,4.0,81,0,1.6,9,5,4,1.4,124,18,2.8,2.2,1.4,Browsing,6,4.7,10.0
3142,77,Other,5.0,5.5,71,6,0.4,7,3,10,1.0,92,14,1.5,0.6,1.5,Browsing,7,9.0,9.0
3143,73,Female,7.1,3.0,56,6,0.0,1,4,1,1.4,116,18,2.2,2.3,2.1,Other,5,4.1,10.0
3144,97,Female,7.9,6.5,55,4,0.0,8,9,5,2.0,97,11,1.8,0.8,0.3,Gaming,9,2.4,10.0
3145,8,Male,7.4,6.4,81,9,0.4,4,10,4,1.4,116,6,1.2,0.0,1.0,Social Media,5,3.9,8.9
3146,67,Female,2.5,5.4,66,0,0.6,9,8,4,0.6,85,14,1.9,1.2,1.7,Social Media,9,5.0,7.4
3147,52,Male,6.4,7.8,62,3,0.0,6,3,7,0.6,41,11,2.6,3.6,2.2,Other,5,9.4,10.0
3148,93,Other,7.0,7.9,89,1,0.7,3,10,8,1.0,56,11,2.4,0.8,0.0,Other,9,3.2,9.6
3149,10,Female,5.1,4.3,63,9,1.3,4,8,6,0.0,49,6,3.0,0.8,2.2,Browsing,1,7.9,8.9
3150,78,Male,6.9,7.1,98,8,0.2,8,4,8,1.2,54,7,1.3,0.8,0.3,Gaming,10,6.9,7.9
3151,57,Female,4.0,6.2,59,7,0.2,10,10,1,0.7,114,13,2.7,2.5,0.8,Social Media,5,6.9,10.0
3152,27,Male,6.6,9.4,82,3,1.1,7,4,7,0.3,83,20,0.7,1.8,0.5,Gaming,5,3.5,10.0
3153,50,Male,5.7,6.2,77,3,1.6,4,1,8,2.0,115,12,2.3,1.0,1.9,Education,3,6.2,10.0
3154,15,Other,2.9,5.8,67,9,0.0,7,3,1,1.1,86,13,2.6,1.7,0.9,Education,8,7.0,8.6
3155,44,Female,4.8,4.1,63,9,1.2,9,7,7,0.3,91,20,1.9,1.6,1.4,Gaming,4,8.0,10.0
3156,50,Female,7.3,6.3,77,6,0.5,3,5,6,0.7,138,6,2.8,1.7,2.4,Browsing,4,8.6,10.0
3157,25,Female,4.9,5.6,98,8,0.4,4,2,3,0.5,121,10,4.1,0.7,1.3,Other,1,6.3,10.0
3158,95,Male,6.7,5.9,79,7,0.0,2,9,7,0.2,130,17,2.2,2.1,0.2,Browsing,5,3.1,10.0
3159,46,Other,2.2,8.2,60,5,2.0,10,7,3,0.5,70,10,3.4,1.1,2.3,Gaming,2,9.7,6.0
3160,16,Male,3.3,7.6,55,0,0.0,4,2,6,1.2,47,15,2.8,0.0,0.6,Browsing,1,7.2,6.2
3161,69,Other,6.8,4.8,76,6,2.2,2,8,5,0.9,142,12,4.0,0.0,1.6,Other,5,7.9,10.0
3162,96,Other,5.2,6.6,93,4,0.0,8,10,4,1.1,36,18,2.5,1.9,1.6,Education,10,7.5,10.0
3163,49,Male,6.0,3.1,78,1,1.0,4,4,2,0.6,130,6,2.7,1.8,1.6,Browsing,3,10.0,10.0
3164,62,Other,5.9,5.0,74,1,1.0,9,8,3,0.8,94,6,4.6,2.7,1.2,Gaming,2,4.0,10.0
3165,49,Female,3.7,4.6,72,0,0.6,4,10,7,1.2,146,18,2.0,2.2,1.8,Gaming,10,4.6,10.0
3166,60,Male,8.4,7.7,57,3,1.4,6,8,5,0.5,49,14,1.3,1.5,1.4,Education,10,4.6,10.0
3167,77,Other,0.8,7.4,70,7,1.7,9,1,1,0.8,67,10,2.9,0.9,1.2,Browsing,6,8.9,4.2
3168,49,Other,7.2,3.0,84,4,1.8,3,8,5,0.9,83,8,2.9,2.6,1.6,Education,4,6.4,10.0
3169,46,Male,4.6,5.3,91,4,0.9,10,3,6,0.8,129,6,1.6,2.2,0.8,Social Media,6,3.4,9.5
3170,100,Male,2.4,6.8,63,8,0.0,9,8,7,0.8,50,16,2.0,1.3,0.9,Other,1,8.0,6.5
3171,24,Female,4.3,6.6,94,9,1.0,2,10,4,0.8,47,17,1.6,1.4,0.0,Social Media,5,0.7,8.3
3172,83,Other,6.8,6.1,92,8,2.0,9,1,5,1.0,46,6,2.1,1.7,1.7,Other,5,2.9,9.7
3173,87,Other,6.3,5.4,100,8,2.0,5,5,3,1.8,30,12,1.6,1.4,1.8,Browsing,5,5.5,9.6
3174,83,Female,5.3,9.7,52,5,1.0,3,3,8,1.7,145,9,2.3,1.3,0.0,Education,6,7.3,8.8
3175,100,Other,4.4,5.7,99,2,1.2,1,4,10,0.9,58,9,2.5,1.0,0.6,Other,2,4.3,8.0
3176,94,Other,8.1,6.7,50,0,2.0,4,7,7,0.5,63,7,2.1,0.0,1.8,Other,7,7.2,9.5
3177,60,Other,3.6,6.0,65,9,0.4,5,2,6,1.6,83,11,1.1,2.2,0.8,Education,4,4.5,7.8
3178,13,Other,5.0,5.5,66,5,0.8,2,10,10,1.4,129,17,2.7,1.6,1.2,Social Media,1,7.1,10.0
3179,46,Other,4.1,7.2,57,10,0.9,3,10,1,1.4,145,10,1.5,1.7,0.7,Gaming,7,6.7,8.6
3180,60,Other,4.3,9.2,53,8,0.5,10,3,10,1.6,47,14,2.7,1.2,0.0,Social Media,2,5.6,7.3
3181,10,Male,4.2,7.6,58,1,1.2,4,2,7,1.1,59,15,2.7,1.1,0.8,Education,9,4.3,8.4
3182,35,Male,6.4,4.4,60,5,0.5,7,1,3,0.6,42,10,2.4,1.2,0.4,Browsing,5,5.9,10.0
3183,58,Female,3.3,7.2,74,4,1.3,2,7,4,1.0,111,6,2.7,1.8,1.6,Other,6,4.3,7.6
3184,48,Female,5.7,8.0,96,1,0.9,3,4,2,1.5,65,20,3.3,2.7,1.9,Gaming,3,7.8,10.0
3185,82,Other,5.7,6.2,97,4,1.4,7,2,4,0.8,134,14,2.3,1.5,0.0,Social Media,5,5.2,10.0
3186,59,Other,1.8,4.1,98,2,1.3,9,6,9,0.5,49,6,2.6,1.9,0.8,Other,5,7.8,6.4
3187,46,Female,0.2,5.4,60,5,1.5,6,3,2,2.4,102,17,1.7,1.2,0.1,Gaming,10,6.6,5.8
3188,11,Female,2.7,6.9,55,9,0.7,6,8,6,2.1,139,13,1.6,2.9,0.9,Education,8,7.6,9.1
3189,34,Male,4.3,6.7,93,6,0.4,7,9,6,0.8,33,13,2.5,0.0,1.8,Social Media,8,4.0,6.7
3190,9,Other,4.5,6.5,85,6,0.8,10,8,10,0.5,22,18,4.3,2.0,1.0,Education,8,5.7,10.0
3191,43,Male,4.6,5.6,91,6,1.6,3,7,9,0.7,128,14,2.9,0.9,1.6,Social Media,3,3.0,10.0
3192,61,Other,7.5,5.9,84,6,1.5,7,9,6,1.6,76,13,2.1,2.1,0.8,Browsing,8,11.5,10.0
3193,66,Other,5.3,6.1,98,2,1.7,9,4,2,1.1,51,7,3.2,0.0,0.9,Other,1,6.1,7.9
3194,98,Other,4.9,4.8,73,3,1.8,5,3,2,1.1,105,14,1.0,0.0,1.0,Education,8,4.2,8.4
3195,15,Male,5.4,6.9,57,10,0.6,9,3,9,1.2,45,5,0.2,1.2,1.2,Education,3,5.9,5.3
3196,69,Other,0.5,6.2,57,7,1.0,6,6,1,0.9,73,7,4.0,2.3,1.2,Education,8,5.7,6.6
3197,89,Other,7.6,6.0,100,3,1.4,4,4,6,1.0,105,9,3.9,0.3,1.3,Gaming,8,9.4,10.0
3198,71,Male,7.6,3.0,69,10,0.4,5,7,8,0.5,66,7,2.1,3.1,2.0,Social Media,5,5.8,10.0
3199,87,Female,2.5,5.6,87,9,0.7,8,5,3,1.6,90,12,3.4,1.4,1.2,Browsing,2,6.9,8.7
3200,52,Female,5.5,6.4,93,10,0.3,8,10,7,1.5,57,9,3.0,0.8,0.3,Education,4,9.9,9.0
3201,22,Female,2.7,4.6,51,6,0.6,4,7,8,1.3,100,12,3.8,1.0,2.6,Education,6,4.3,9.6
3202,26,Male,7.0,5.4,96,0,0.5,5,9,9,1.2,100,18,2.8,1.8,0.4,Other,9,3.4,10.0
3203,32,Female,5.3,5.0,83,0,1.0,7,3,7,1.0,22,10,2.6,2.7,1.7,Education,9,1.7,10.0
3204,27,Female,4.7,5.3,94,1,1.5,9,6,4,0.5,104,12,2.5,1.9,0.9,Social Media,4,4.5,10.0
3205,83,Other,5.4,4.9,68,10,1.2,1,2,6,0.6,127,12,3.4,1.1,2.4,Other,3,3.3,10.0
3206,10,Other,8.5,5.2,63,6,1.0,9,10,9,1.1,59,17,2.3,2.7,3.0,Social Media,9,9.0,10.0
3207,29,Other,6.2,4.4,56,4,0.9,1,5,6,1.5,46,14,2.2,1.2,0.0,Browsing,5,2.9,10.0
3208,93,Female,2.7,5.1,82,9,0.4,3,5,6,0.5,67,17,3.5,0.9,1.0,Education,2,1.8,9.3
